20000 999387
169 7737 65
169 7930 79
169 7938 25
169 9986 51
169 10326 81
169 10436 57
169 11734 48
169 13461 29
169 14917 38
169 15216 90
169 15308 47
169 15978 46
169 16078 44
169 16497 21
169 16516 15
169 16718 20
169 17021 29
169 17191 24
169 17410 84
169 17797 83
169 18276 36
169 18338 2
169 18824 29
169 19369 28
169 19421 55
169 19582 46
169 19840 25
169 19872 74
170 611 52
170 940 6
170 2475 36
170 2891 92
170 3409 62
170 3711 34
170 4013 69
170 4972 17
170 5297 74
170 5583 18
170 5712 72
170 6397 70
170 6661 55
170 7328 40
170 7422 71
170 7598 80
170 8457 57
170 10776 6
170 11340 84
170 11523 47
170 11827 99
170 12286 55
170 12755 75
170 12806 12
170 13746 52
170 13898 65
170 15428 32
170 17675 11
170 18422 36
170 18668 33
170 18790 61
170 18993 37
170 19408 33
171 98 51
171 415 69
171 1154 30
171 1223 81
171 1455 25
171 3584 7
171 3615 75
171 4131 80
171 4304 92
171 4326 0
171 4398 95
171 4437 58
171 4558 73
171 4601 74
171 4843 90
171 5118 35
171 5205 80
171 5461 39
171 5559 95
171 5832 97
171 5870 25
171 5949 56
171 6674 -1
171 7005 95
171 7996 16
171 8557 84
171 8580 56
171 9771 4
171 9834 81
171 9861 50
171 9959 29
171 11135 38
171 11472 39
171 11621 92
171 11940 58
171 13046 10
171 13099 65
171 13424 78
171 13720 60
171 13737 86
171 13895 31
171 13971 76
171 14209 100
171 14298 52
171 14784 70
171 15000 13
171 16025 7
171 16040 50
171 16223 77
171 16893 15
171 16897 98
171 16907 24
171 17489 29
171 17805 20
171 18142 10
171 19182 68
171 19199 92
171 19240 59
171 19452 62
172 611 66
172 612 0
172 787 48
172 1056 27
172 1061 79
172 1761 84
172 2750 91
172 2834 65
172 3084 83
172 3121 15
172 3192 60
172 3230 39
172 3350 80
172 3748 55
172 4073 67
172 4130 17
172 4507 48
172 4647 95
172 5003 41
172 6062 52
172 6242 99
172 6764 78
172 7022 5
172 7424 10
172 7579 56
172 8201 84
172 8224 87
172 8669 12
172 9966 41
172 10081 48
172 10806 5
172 10976 10
172 11108 16
172 11109 2
172 11308 30
172 12269 18
172 12306 76
172 12517 82
172 13098 26
172 13226 34
172 14675 0
172 16302 5
172 16857 85
172 16897 1
172 17013 4
172 17353 75
172 17379 83
172 17534 33
172 17770 87
172 18094 86
172 18557 69
172 18649 42
172 19439 47
172 19525 24
172 19748 31
172 19902 73
173 288 77
173 362 81
173 457 31
173 542 52
173 923 17
173 1524 26
173 1562 89
173 1695 58
173 2173 33
173 2213 42
173 2512 52
173 2576 74
173 2591 3
173 2967 97
173 3492 65
173 3674 19
173 3801 20
173 3888 68
173 3947 93
173 4043 95
173 4338 39
173 4541 89
173 5049 79
173 5567 10
173 5840 83
173 5869 64
173 5974 53
173 6162 61
173 6193 43
173 6273 37
173 6449 1
173 7015 82
173 7198 3
173 7367 82
173 7403 24
173 8287 57
173 8325 41
173 8378 67
173 8572 15
173 9230 7
173 9936 0
173 9969 61
173 10353 15
173 11298 12
173 11421 100
173 11500 96
173 12152 38
173 12401 64
173 12477 43
173 12875 58
173 13017 21
173 14265 76
173 14290 33
173 14392 20
173 14432 63
173 15446 88
173 15686 0
173 15832 60
173 16054 14
173 16264 37
173 17584 80
173 17597 77
173 17961 81
173 18612 70
173 18752 0
173 19415 89
173 19477 81
173 19516 21
173 19528 83
173 19727 17
174 2078 97
174 2315 21
174 2929 77
174 3368 57
174 3991 2
174 4295 14
174 4304 53
174 4317 8
174 4401 36
174 4804 81
174 5022 58
174 5502 86
174 5823 53
174 6091 37
174 6244 84
174 6331 84
174 8495 12
174 8885 35
174 9282 28
174 9355 92
174 9369 54
174 9928 52
174 9992 45
174 11062 34
174 11227 26
174 11842 58
174 11843 11
174 12238 87
174 12439 45
174 12565 8
174 12962 69
174 13215 25
174 13419 89
174 13498 26
174 13976 91
174 14202 73
174 15045 63
174 15573 59
174 15600 39
174 15611 8
174 15792 41
174 16001 12
174 16073 99
174 16522 2
174 16811 11
174 17597 33
174 18090 37
174 18441 22
174 18637 29
174 18820 41
174 18965 34
174 19471 30
175 144 42
175 168 50
175 436 99
175 822 83
175 1026 6
175 1341 13
175 1343 87
175 1410 4
175 1578 6
175 1718 17
175 2194 39
175 2468 4
175 2472 87
175 2807 18
175 2860 65
175 3211 11
175 3215 35
175 3349 38
175 4226 -1
175 5005 16
175 5803 84
175 6102 28
175 6404 4
175 7270 57
175 7330 84
175 7364 67
175 8125 60
175 8275 8
175 8713 62
175 9632 25
175 10135 10
175 10348 10
175 10757 5
175 10834 48
175 11689 38
175 13381 10
175 14503 88
175 14570 84
175 15928 33
175 16060 73
175 16877 58
175 17785 65
175 18176 70
175 18180 71
175 19244 50
175 19465 2
176 287 57
176 401 52
176 557 70
176 1883 44
176 1890 15
176 2044 18
176 2204 37
176 2579 66
176 3277 47
176 3726 90
176 3855 73
176 4624 60
176 4774 62
176 5272 44
176 6089 85
176 6385 13
176 6873 7
176 7148 35
176 7302 14
176 9166 49
176 9271 16
176 10214 84
176 10350 5
176 10727 62
176 10760 16
176 10969 13
176 11033 81
176 11685 13
176 11716 92
176 11748 35
176 11855 80
176 12236 39
176 12296 35
176 12710 38
176 12890 0
176 14178 86
176 14242 93
176 14271 31
176 14573 67
176 15141 68
176 15417 91
176 15688 47
176 15893 91
176 16289 96
176 16344 42
176 16861 86
176 17012 93
176 17539 57
176 17555 44
176 17665 33
176 18268 50
176 18283 8
176 18512 34
176 18611 96
176 19381 69
176 19450 85
176 19615 50
176 19762 83
176 19793 84
176 19855 6
177 582 32
177 607 70
177 689 46
177 1283 20
177 2400 96
177 2591 20
177 3083 39
177 4507 17
177 4888 85
177 4987 93
177 5229 92
177 5263 16
177 5354 7
177 5771 53
177 5942 49
177 6156 60
177 6273 6
177 8242 38
177 8388 93
177 8847 52
177 9695 90
177 9776 24
177 10179 97
177 10395 80
177 10693 38
177 10721 76
177 10921 92
177 10949 19
177 11419 4
177 11449 31
177 11647 42
177 11868 63
177 11995 85
177 12010 58
177 13105 64
177 13728 8
177 13877 33
177 15245 24
177 15441 6
177 15874 87
177 16163 49
177 16371 68
177 18113 82
177 18278 59
177 18751 51
177 19093 21
177 19921 100
177 19991 72
178 209 21
178 1189 91
178 1419 91
178 1568 30
178 2790 74
178 2828 69
178 3471 48
178 3631 88
178 3924 90
178 3951 94
178 4247 55
178 4753 43
178 5193 31
178 5929 22
178 6435 97
178 6462 81
178 6773 17
178 7922 54
178 8067 92
178 8653 27
178 9049 76
178 10685 93
178 11326 93
178 11408 20
178 12279 84
178 12953 97
178 13945 17
178 14181 69
178 15032 84
178 15035 100
178 15099 99
178 15136 35
178 15230 9
178 15232 78
178 15436 56
178 15978 12
178 16022 35
178 16273 34
178 16317 7
178 16793 49
178 16916 54
178 17251 27
178 17754 85
178 18064 20
178 18595 56
178 19218 19
178 19555 9
178 19754 63
178 19876 1
179 56 79
179 239 47
179 1117 46
179 1164 12
179 1844 99
179 2119 30
179 2224 30
179 2335 35
179 3187 17
179 3298 84
179 3956 22
179 4590 96
179 6923 54
179 7073 5
179 7202 3
179 8599 93
179 8842 20
179 8990 57
179 9085 72
179 9109 72
179 10521 79
179 10761 77
179 10806 31
179 11472 99
179 11587 13
179 11842 92
179 12131 48
179 12254 13
179 12538 7
179 12591 69
179 12627 62
179 12802 49
179 12857 29
179 13053 75
179 13212 49
179 13383 82
179 13394 5
179 13405 51
179 13691 41
179 13941 57
179 14207 49
179 14506 59
179 14525 94
179 14571 15
179 14624 100
179 14679 96
179 15224 52
179 15725 34
179 15896 32
179 16001 3
179 16088 71
179 16233 11
179 16397 97
179 16500 83
179 16867 68
179 17014 91
179 17441 79
179 17999 56
179 18441 68
179 18463 -1
179 19470 57
179 19568 23
179 19786 0
179 19926 30
179 19978 25
180 122 45
180 665 31
180 852 26
180 908 75
180 990 29
180 1647 79
180 1754 4
180 1824 18
180 2243 30
180 2727 48
180 2785 29
180 2938 20
180 3226 74
180 3577 96
180 3801 29
180 4236 18
180 5452 27
180 6560 13
180 7048 47
180 7591 82
180 7601 92
180 7804 98
180 9253 42
180 9598 94
180 9827 52
180 10359 14
180 10846 15
180 10933 45
180 11638 47
180 11873 11
180 12000 79
180 12317 72
180 12679 58
180 12766 72
180 13152 74
180 14008 6
180 14895 65
180 15639 28
180 15833 55
180 16039 85
180 16670 43
180 18129 47
180 19005 49
180 19391 26
180 19656 74
181 1116 7
181 1331 69
181 2545 59
181 2930 41
181 3396 14
181 3476 31
181 4000 19
181 4826 47
181 4877 51
181 5180 5
181 5874 35
181 7262 28
181 7432 16
181 7771 0
181 8034 82
181 8197 59
181 8254 66
181 9041 89
181 9318 62
181 9948 56
181 11556 84
181 12507 11
181 12824 55
181 12842 85
181 12980 65
181 13047 26
181 13282 38
181 13547 48
181 13632 56
181 13812 37
181 13922 43
181 14012 49
181 15240 43
181 15533 17
181 15716 25
181 16024 36
181 16078 74
181 17319 62
181 17939 86
181 18016 46
181 18045 59
181 18905 32
181 19382 15
181 19841 67
182 27 52
182 280 79
182 408 95
182 949 86
182 952 47
182 959 15
182 1046 70
182 1156 6
182 2192 100
182 3341 14
182 3736 40
182 3887 51
182 4648 70
182 5031 98
182 5408 49
182 5794 12
182 6294 75
182 6436 1
182 6441 74
182 6901 57
182 7697 67
182 8176 4
182 8742 80
182 8793 44
182 9189 5
182 9529 6
182 9653 87
182 11242 29
182 11926 11
182 12096 76
182 12425 63
182 12481 13
182 12538 30
182 13937 76
182 14219 52
182 14654 24
182 15262 22
182 15294 44
182 15835 48
182 16271 82
182 16493 63
182 16533 93
182 16704 33
182 16834 24
182 17654 86
182 17896 49
182 18926 77
182 19770 17
183 492 19
183 644 26
183 1417 83
183 1710 66
183 1734 5
183 2093 82
183 2519 43
183 4434 57
183 4608 40
183 5629 72
183 5639 91
183 5972 13
183 6333 56
183 6383 99
183 6459 23
183 7001 32
183 7114 43
183 7147 42
183 7411 7
183 7479 45
183 7620 20
183 7941 26
183 8033 91
183 8253 66
183 8449 23
183 8891 47
183 8937 99
183 9326 87
183 9711 7
183 10138 19
183 10355 2
183 10588 70
183 10649 27
183 11099 44
183 11520 24
183 11695 34
183 12864 94
183 13261 68
183 13359 68
183 15157 53
183 15553 71
183 15658 60
183 15684 53
183 16655 1
183 17663 83
183 17716 5
183 18002 60
183 18007 37
183 18257 44
183 18698 47
183 19112 11
183 19639 4
183 19681 61
183 19725 16
184 97 38
184 1204 65
184 1226 27
184 1260 62
184 1338 47
184 1470 48
184 2003 23
184 2681 15
184 2988 16
184 3487 24
184 3627 91
184 3751 20
184 4469 34
184 4617 44
184 4830 56
184 4896 57
184 5075 95
184 6368 46
184 7245 36
184 8335 96
184 8389 98
184 8401 34
184 8688 60
184 9334 44
184 9383 56
184 10483 70
184 10504 82
184 10513 61
184 10560 77
184 11242 20
184 12839 32
184 12955 97
184 12974 25
184 13161 92
184 13506 44
184 13965 81
184 14550 18
184 14586 49
184 14846 85
184 15015 55
184 15881 78
184 15950 73
184 16405 37
184 16436 58
184 16671 8
184 16798 12
184 16874 38
184 17646 79
184 18293 99
184 18513 68
184 19080 26
184 19321 57
184 19667 74
185 339 57
185 381 100
185 1156 68
185 1292 49
185 1362 98
185 1533 96
185 3111 16
185 4406 96
185 4942 1
185 5247 70
185 5507 76
185 6449 22
185 6912 87
185 6926 98
185 7307 94
185 7337 33
185 7773 78
185 7969 42
185 8365 8
185 8615 45
185 8721 4
185 8889 52
185 9371 64
185 9493 15
185 9611 60
185 9897 5
185 10342 89
185 10611 35
185 11318 52
185 11820 47
185 12263 63
185 12793 45
185 13077 90
185 13154 10
185 13312 91
185 13507 78
185 14489 30
185 14832 19
185 15455 79
185 15484 38
185 15498 37
185 15921 15
185 16285 54
185 16563 59
185 17037 28
185 17086 59
185 17261 98
185 17417 39
185 17986 67
185 18197 76
185 18971 26
186 104 74
186 254 97
186 926 44
186 934 100
186 947 4
186 1030 69
186 1550 8
186 1790 37
186 2684 99
186 3049 76
186 3212 23
186 3378 19
186 3720 86
186 3760 98
186 3900 62
186 3968 56
186 4093 63
186 4642 69
186 4753 59
186 4756 40
186 5122 51
186 5255 11
186 5312 98
186 5411 3
186 5916 23
186 5982 60
186 6584 41
186 7001 80
186 7299 52
186 8432 88
186 8457 65
186 10374 100
186 10439 34
186 11917 21
186 12165 64
186 12241 42
186 13314 58
186 13485 73
186 14226 91
186 15057 40
186 15134 1
186 15452 27
186 15567 36
186 16103 44
186 17225 74
186 18285 82
186 19435 51
186 19822 39
186 19968 70
187 847 78
187 896 99
187 950 56
187 1088 63
187 1517 65
187 2730 26
187 2763 3
187 2769 64
187 3606 88
187 3614 75
187 3698 95
187 4289 7
187 4655 45
187 4704 45
187 5076 48
187 5087 31
187 5347 21
187 5423 9
187 5563 86
187 5832 43
187 5953 97
187 6139 14
187 7671 96
187 7725 74
187 8381 0
187 8631 71
187 10509 48
187 10821 16
187 10992 96
187 11260 98
187 11682 72
187 12263 25
187 12318 60
187 12731 87
187 12852 39
187 13171 98
187 13520 27
187 13740 80
187 14242 38
187 14668 23
187 14672 52
187 15195 92
187 16588 11
187 16631 69
187 16986 18
187 17302 9
187 17316 17
187 18048 12
187 18199 20
187 18455 45
187 18526 80
187 18679 89
187 19200 7
187 19573 27
187 19711 70
188 577 20
188 804 53
188 1871 54
188 2104 11
188 2301 55
188 2529 95
188 3758 90
188 3874 55
188 3917 60
188 4237 4
188 4246 29
188 4426 39
188 4565 8
188 5176 99
188 5770 11
188 5784 61
188 6222 33
188 6917 5
188 7575 37
188 7656 27
188 8165 77
188 8675 7
188 9031 11
188 9546 27
188 10180 6
188 10558 49
188 10662 64
188 10968 12
188 11360 88
188 11715 30
188 12709 63
188 12914 15
188 13466 11
188 13857 55
188 14434 32
188 15626 37
188 15701 1
188 15890 1
188 16025 21
188 16318 6
188 16523 41
188 17404 68
188 17471 95
188 17599 64
188 17641 45
188 18278 90
188 18471 79
188 18963 79
188 19290 44
189 170 19
189 728 7
189 936 53
189 1016 1
189 1164 26
189 1302 37
189 1524 54
189 1593 17
189 1660 79
189 2009 100
189 2163 4
189 4849 85
189 5479 76
189 6045 79
189 6294 97
189 6589 69
189 7013 100
189 8741 58
189 11493 55
189 11494 0
189 11651 77
189 12018 58
189 12127 44
189 12189 2
189 12632 64
189 13533 37
189 13900 8
189 14099 71
189 14380 16
189 14587 65
189 15117 42
189 16811 82
189 16980 31
189 17512 20
189 18151 48
189 18199 24
189 18385 94
189 18530 41
189 18886 22
189 19134 84
189 19361 60
189 19433 9
190 1393 37
190 2362 95
190 4013 41
190 4584 68
190 5959 5
190 6254 37
190 6759 95
190 7047 56
190 7758 73
190 8241 56
190 8895 74
190 9522 95
190 9849 4
190 10001 78
190 10294 11
190 10325 33
190 10793 9
190 11683 19
190 11856 90
190 12068 76
190 13178 73
190 13311 59
190 13476 10
190 13990 68
190 14262 100
190 15310 66
190 15388 66
190 15502 75
190 15789 22
190 16761 92
190 17664 34
190 17957 56
190 18289 69
190 18608 9
190 19168 23
190 19267 36
190 19452 50
191 1736 92
191 1871 4
191 2345 66
191 2927 84
191 3010 10
191 3275 89
191 3743 24
191 3877 75
191 4099 59
191 4144 73
191 4331 32
191 4548 41
191 5401 26
191 5515 18
191 5582 18
191 5754 35
191 6804 58
191 6846 17
191 7884 73
191 7962 100
191 8153 0
191 8808 48
191 9161 59
191 9753 24
191 9912 29
191 10127 73
191 10677 26
191 10854 82
191 10969 30
191 11250 80
191 11449 59
191 11787 54
191 12005 86
191 12116 26
191 12160 83
191 12735 59
191 13280 87
191 14074 0
191 14573 12
191 14776 68
191 14795 34
191 15410 43
191 15529 13
191 16138 13
191 16217 3
191 16986 65
191 17173 63
191 17229 73
191 17503 17
191 17585 23
191 18097 12
191 18971 25
191 19535 24
191 19895 30
192 188 59
192 300 59
192 1342 100
192 1543 41
192 2725 38
192 2774 -1
192 3026 69
192 3125 38
192 3262 10
192 3444 100
192 3986 61
192 4062 58
192 4257 93
192 6527 42
192 6671 99
192 6805 68
192 6975 12
192 8016 35
192 8129 24
192 9886 54
192 9954 80
192 10005 72
192 10918 96
192 11012 53
192 11024 23
192 11578 17
192 11615 44
192 11751 1
192 11879 76
192 12066 82
192 12158 48
192 12226 56
192 12535 97
192 12883 28
192 13334 47
192 13696 90
192 14064 72
192 14110 86
192 15070 1
192 15166 55
192 15363 87
192 15373 80
192 15600 97
192 15671 94
192 16053 39
192 16307 97
192 17526 44
192 18024 9
192 18573 92
192 18728 41
192 19305 11
192 19408 54
192 19454 81
192 19514 44
192 19564 4
193 344 0
193 508 99
193 773 1
193 1210 8
193 1634 35
193 2569 31
193 2897 73
193 3407 28
193 3497 96
193 3911 89
193 4104 43
193 4359 65
193 4631 53
193 4768 19
193 4817 96
193 5492 52
193 6748 75
193 7602 24
193 8039 18
193 8333 53
193 8375 54
193 8782 39
193 8791 51
193 8840 71
193 8943 86
193 9213 49
193 9689 69
193 9859 69
193 10318 15
193 10596 19
193 11473 65
193 11478 18
193 12551 5
193 13584 64
193 14200 2
193 14649 50
193 14719 15
193 14881 93
193 16914 81
193 17166 18
193 17662 74
193 17760 48
193 18180 98
193 18418 10
193 18701 22
193 18822 100
193 18864 62
193 19646 70
193 19713 75
194 145 44
194 209 57
194 388 9
194 738 96
194 1192 48
194 1749 10
194 2160 1
194 2189 25
194 2542 52
194 2839 20
194 3071 20
194 3218 46
194 3562 39
194 3942 14
194 3951 78
194 4106 54
194 4661 17
194 4686 36
194 4793 12
194 5050 28
194 5141 87
194 5232 38
194 5446 43
194 5754 76
194 6360 77
194 6407 53
194 6542 35
194 6683 67
194 6850 87
194 7267 49
194 8588 58
194 9066 95
194 9404 79
194 9462 67
194 10648 64
194 10864 35
194 11597 22
194 12341 69
194 12457 90
194 12543 83
194 12705 72
194 14581 99
194 14600 100
194 15283 99
194 15501 30
194 15695 95
194 16544 22
194 17509 95
194 17782 86
194 17807 17
194 17847 87
194 18091 19
194 19266 34
194 19577 56
195 593 54
195 1115 9
195 1220 39
195 1917 39
195 1919 40
195 2390 40
195 2845 22
195 2891 10
195 3260 78
195 3670 10
195 4397 26
195 4440 44
195 4452 38
195 4502 42
195 4507 90
195 4699 51
195 5321 69
195 5371 17
195 5706 34
195 6022 59
195 6082 59
195 6204 86
195 6990 75
195 7132 40
195 7200 32
195 8064 68
195 8106 11
195 8358 28
195 8401 9
195 8763 91
195 8871 59
195 9179 99
195 9346 77
195 9854 65
195 10295 99
195 10381 23
195 10859 11
195 11033 34
195 11038 42
195 11238 18
195 11261 35
195 11461 49
195 11573 27
195 12060 63
195 12730 49
195 12776 39
195 13144 8
195 13343 93
195 13425 66
195 13919 57
195 13924 38
195 14180 75
195 14552 38
195 15289 54
195 15684 84
195 15824 89
195 16463 78
195 17210 95
195 17212 46
195 17328 20
195 17367 60
195 17758 78
195 17868 90
195 19523 8
195 19813 20
196 283 16
196 657 100
196 849 16
196 858 26
196 1378 87
196 1574 71
196 1585 77
196 2384 28
196 2885 57
196 3288 76
196 3599 82
196 4877 12
196 5283 57
196 5420 55
196 5512 57
196 5628 100
196 6563 74
196 6788 21
196 7122 27
196 7209 34
196 7318 12
196 8709 82
196 8954 93
196 9109 66
196 9233 97
196 10071 4
196 10539 91
196 11016 75
196 11152 33
196 11206 93
196 11534 99
196 11685 55
196 11902 70
196 12435 82
196 14661 24
196 16011 30
196 16390 15
196 16706 36
196 17132 78
196 17349 85
196 18483 74
196 18588 45
196 19089 19
196 19110 40
196 19441 9
196 19526 58
196 19745 17
196 19824 15
197 1125 2
197 1392 85
197 1478 56
197 1620 58
197 2055 6
197 2617 40
197 2874 51
197 2918 46
197 3334 79
197 3657 18
197 3794 76
197 3864 71
197 3956 59
197 4246 30
197 4411 81
197 5279 88
197 5489 45
197 5673 76
197 5713 34
197 6222 43
197 6362 27
197 6383 93
197 6602 10
197 6620 96
197 8528 65
197 8685 84
197 8973 59
197 9536 88
197 9695 73
197 10548 17
197 10816 8
197 10921 14
197 10987 95
197 12056 41
197 12781 12
197 13127 56
197 13221 0
197 13478 0
197 13778 11
197 14937 32
197 15282 66
197 16358 91
197 16388 42
197 16499 76
197 17394 59
197 17854 85
197 18176 21
197 18509 78
197 18581 100
197 18740 29
197 19070 19
197 19170 60
198 235 77
198 324 48
198 389 21
198 579 6
198 1133 80
198 1371 33
198 1598 98
198 2160 53
198 2175 31
198 2228 89
198 2815 13
198 3020 33
198 3227 22
198 3768 60
198 4306 82
198 4351 20
198 5246 76
198 5951 91
198 5959 71
198 6057 55
198 6146 90
198 6377 57
198 8050 42
198 8160 51
198 8596 74
198 8840 10
198 9143 36
198 9228 23
198 9424 13
198 9633 76
198 9645 7
198 9669 6
198 9960 95
198 10543 18
198 10618 82
198 10797 35
198 10892 86
198 10944 71
198 11191 49
198 11306 78
198 11428 57
198 11574 32
198 11588 8
198 11745 100
198 11917 50
198 12056 58
198 13246 97
198 13348 12
198 13444 3
198 13531 4
198 14605 60
198 15102 4
198 15285 95
198 15587 53
198 15710 17
198 15798 87
198 15867 8
198 16026 31
198 16605 59
198 16935 69
198 17204 86
198 17212 89
198 17394 65
198 17674 27
198 17687 38
198 17880 80
198 18063 22
198 18112 91
199 554 39
199 910 98
199 1057 15
199 1320 64
199 2253 83
199 2664 48
199 3343 90
199 3382 55
199 3899 81
199 4020 47
199 4846 98
199 4867 14
199 5119 34
199 5199 88
199 5526 85
199 6468 36
199 6627 89
199 7245 31
199 7879 36
199 9231 97
199 9942 18
199 10343 64
199 10541 33
199 10812 34
199 10851 42
199 11114 67
199 11844 38
199 12351 84
199 12422 59
199 12858 29
199 13176 58
199 13181 76
199 13374 46
199 15172 50
199 15499 3
199 16873 67
199 17786 69
199 17819 62
199 18200 53
199 18403 19
199 18599 81
199 19099 29
199 19154 17
199 19249 54
200 844 60
200 1066 35
200 2049 94
200 2418 4
200 2909 31
200 2995 93
200 3570 7
200 4247 31
200 4271 100
200 4297 64
200 4516 95
200 4853 9
200 5315 96
200 6914 22
200 7402 70
200 7537 94
200 8505 55
200 8680 9
200 9862 31
200 10977 45
200 11030 32
200 11172 62
200 11267 46
200 11991 23
200 13277 69
200 13389 23
200 15442 76
200 15634 63
200 15640 79
200 17202 24
200 18027 37
200 18031 86
200 18198 84
200 18319 9
200 19337 32
201 362 53
201 558 60
201 992 56
201 1728 34
201 1882 46
